date,drct,sped
2007-01-01 00:20,290.0,12.829798
2007-01-01 00:50,290.0,15.842659
2007-01-01 01:20,290.0,15.27061
2007-01-01 01:50,300.0,13.332094
2007-01-01 02:20,290.0,12.639211
2007-01-01 02:50,280.0,14.73286
2007-01-01 03:20,280.0,14.655507
2007-01-01 03:50,270.0,16.436129
2007-01-01 04:20,270.0,14.889176
2007-01-01 04:50,270.0,14.691092
2007-01-01 05:20,270.0,14.233246
2007-01-01 05:50,270.0,15.259233
2007-01-01 06:20,270.0,16.75405
2007-01-01 06:50,270.0,16.413998
2007-01-01 07:20,270.0,17.46414
2007-01-01 07:50,260.0,20.509151
2007-01-01 08:20,260.0,15.276287
2007-01-01 08:50,270.0,15.144403
2007-01-01 09:20,260.0,13.81582
2007-01-01 09:50,250.0,12.721603
2007-01-01 10:20,260.0,15.995561
2007-01-01 11:20,260.0,13.239352
2007-01-01 11:50,270.0,14.786734
2007-01-01 12:20,270.0,13.109304
2007-01-01 12:50,270.0,15.083352
2007-01-01 13:20,290.0,11.262237
2007-01-01 13:50,280.0,14.325572
2007-01-01 14:20,270.0,17.101046
2007-01-01 14:50,280.0,16.632122
2007-01-01 15:20,270.0,12.749635
2007-01-01 15:50,270.0,16.663416
2007-01-01 16:20,280.0,17.883854
2007-01-01 16:50,270.0,11.225456
2007-01-01 17:20,260.0,13.457755
2007-01-01 17:50,270.0,12.740648
2007-01-01 18:20,270.0,11.951311
2007-01-01 18:50,260.0,13.257292
2007-01-01 19:20,260.0,13.268644
2007-01-01 19:50,260.0,12.980024
2007-01-01 20:20,260.0,13.493443
2007-01-01 20:50,240.0,13.062804
2007-01-01 21:20,260.0,11.787473
2007-01-01 21:50,250.0,13.959319
2007-01-01 22:20,250.0,13.522663
2007-01-01 22:50,260.0,14.683804
2007-01-01 23:20,270.0,14.905687
2007-01-01 23:50,280.0,14.41877
2007-01-02 00:20,270.0,17.181442
2007-01-02 00:50,280.0,17.21011
2007-01-02 01:20,270.0,18.85347
2007-01-02 01:50,280.0,21.239552
2007-01-02 02:20,270.0,20.666496
2007-01-02 02:50,280.0,13.213145
2007-01-02 03:20,280.0,16.074667
2007-01-02 03:50,310.0,6.809331
2007-01-02 04:20,330.0,10.909055
2007-01-02 04:50,330.0,11.125141
2007-01-02 06:50,330.0,12.093821
2007-01-02 07:20,350.0,12.085322
2007-01-02 07:50,340.0,10.71298
2007-01-02 08:20,330.0,10.13214
2007-01-02 08:50,330.0,8.565127
2007-01-02 09:20,320.0,8.851027
2007-01-02 09:50,310.0,8.130973
2007-01-02 10:20,320.0,8.747617
2007-01-02 10:50,310.0,4.683717
2007-01-02 11:20,300.0,6.71751
2007-01-02 11:50,310.0,5.437199
2007-01-02 12:20,300.0,5.2571206
2007-01-02 12:50,280.0,4.1633506
2007-01-02 13:20,280.0,5.838602
