date,drct,sped
2017-01-01 00:20,350.0,6.548723
2017-01-01 00:50,350.0,7.399724
2017-01-01 01:20,340.0,7.4453807
2017-01-01 01:50,360.0,13.294173
2017-01-01 02:20,20.0,13.141441
2017-01-01 02:50,30.0,11.421337
2017-01-01 03:20,360.0,13.010263
2017-01-01 03:50,10.0,13.457141
2017-01-01 04:20,360.0,12.058052
2017-01-01 04:50,360.0,13.436755
2017-01-01 05:20,10.0,10.302852
2017-01-01 05:50,350.0,12.006849
2017-01-01 06:20,10.0,13.542813
2017-01-01 06:50,350.0,14.473002
2017-01-01 07:20,350.0,11.347821
2017-01-01 07:50,350.0,14.263881
2017-01-01 08:20,350.0,17.28162
2017-01-01 08:50,350.0,15.899307
2017-01-01 09:20,360.0,14.271684
2017-01-01 09:50,30.0,14.332495
2017-01-01 10:20,360.0,13.042479
2017-01-01 10:50,360.0,14.000431
2017-01-01 11:20,20.0,9.589927
2017-01-01 11:50,10.0,13.685608
2017-01-01 12:20,20.0,12.679198
2017-01-01 12:50,20.0,11.983633
2017-01-01 13:20,20.0,8.954021
2017-01-01 13:50,30.0,6.9808083
2017-01-01 14:20,360.0,6.090811
2017-01-01 14:50,20.0,10.317623
2017-01-01 15:20,10.0,9.688197
2017-01-01 15:50,10.0,7.8560762
2017-01-01 16:20,20.0,8.748294
2017-01-01 16:50,10.0,5.8234
2017-01-01 17:20,30.0,5.609494
2017-01-01 17:50,10.0,4.226181
2017-01-01 18:20,30.0,5.81603
2017-01-01 18:50,360.0,5.225677
2017-01-01 19:20,20.0,8.077304
2017-01-01 19:50,350.0,4.9588
2017-01-01 20:20,360.0,4.900262
2017-01-01 20:50,350.0,6.399991
2017-01-01 21:20,330.0,8.737008
2017-01-01 21:50,360.0,6.2777557
2017-01-01 22:20,20.0,4.6023254
2017-01-01 22:50,350.0,2.3370194
2017-01-01 23:20,340.0,5.1206207
2017-01-01 23:50,350.0,8.219504
2017-01-02 00:20,340.0,3.0374062
2017-01-02 00:50,340.0,2.108523
2017-01-02 01:20,330.0,6.8270288
2017-01-02 01:50,330.0,6.8226953
2017-01-02 02:20,340.0,4.806534
2017-01-02 02:50,320.0,9.063551
2017-01-02 03:20,320.0,6.103354
2017-01-02 03:50,340.0,4.7710533
2017-01-02 04:20,330.0,6.861352
2017-01-02 04:50,330.0,9.120082
2017-01-02 05:20,330.0,6.579486
2017-01-02 05:50,310.0,10.773011
2017-01-02 06:20,300.0,9.589811
2017-01-02 06:50,310.0,10.007226
2017-01-02 07:20,310.0,11.063187
2017-01-02 07:50,310.0,9.792466
2017-01-02 08:20,300.0,12.7351465
2017-01-02 08:50,310.0,10.887935
2017-01-02 09:20,310.0,10.941545
2017-01-02 09:50,330.0,10.586598
2017-01-02 10:20,320.0,11.532397
2017-01-02 10:50,310.0,8.971688
2017-01-02 11:20,330.0,7.3881564
2017-01-02 11:50,310.0,10.835776
2017-01-02 12:20,300.0,11.373663
2017-01-02 12:50,300.0,10.630435
2017-01-02 13:20,310.0,9.759786
2017-01-02 14:20,300.0,11.967966
2017-01-02 14:50,290.0,10.322333
2017-01-02 15:20,310.0,13.02807
2017-01-02 15:50,300.0,9.05789
2017-01-02 16:20,300.0,10.277565
2017-01-02 16:50,300.0,12.654407
2017-01-02 17:20,300.0,12.483934
2017-01-02 17:50,300.0,11.953218
2017-01-02 18:20,300.0,10.734297
2017-01-02 18:50,300.0,11.731842
2017-01-02 19:20,300.0,12.497913
2017-01-02 19:50,290.0,9.730187
2017-01-02 20:20,290.0,7.447088
2017-01-02 20:50,290.0,10.025622
2017-01-02 21:20,290.0,8.532606
2017-01-02 21:50,290.0,10.734473
2017-01-02 22:20,290.0,9.342923
2017-01-02 22:50,300.0,11.32702
2017-01-02 23:20,280.0,10.310725
2017-01-02 23:50,280.0,9.338192
2017-01-03 00:20,280.0,11.573343
2017-01-03 00:50,290.0,10.536114
2017-01-03 01:20,290.0,11.939171
2017-01-03 01:50,290.0,10.620064
2017-01-03 02:20,280.0,10.943748
2017-01-03 02:50,280.0,11.864754
2017-01-03 03:20,280.0,10.551536
2017-01-03 03:50,280.0,12.641856
2017-01-03 04:20,280.0,12.26833
2017-01-03 04:50,280.0,11.9264
2017-01-03 05:20,290.0,12.523806
2017-01-03 05:50,290.0,11.950584
2017-01-03 06:20,290.0,11.020501
2017-01-03 06:50,280.0,10.453364
2017-01-03 07:20,280.0,8.708622
2017-01-03 07:50,290.0,9.634576
2017-01-03 08:20,290.0,10.791997
2017-01-03 08:50,280.0,11.939262
2017-01-03 09:20,280.0,10.69034
2017-01-03 09:50,280.0,10.236857
2017-01-03 10:20,280.0,10.226075
2017-01-03 10:50,290.0,11.098764
2017-01-03 11:20,280.0,11.71584
2017-01-03 11:50,290.0,12.093224
2017-01-03 12:20,290.0,12.393623
2017-01-03 12:50,290.0,12.305795
2017-01-03 13:20,290.0,10.598243
2017-01-03 13:50,300.0,12.40711
2017-01-03 14:20,300.0,11.40055
2017-01-03 14:50,300.0,12.0279665
2017-01-03 15:20,300.0,11.785229
2017-01-03 15:50,300.0,13.514314
2017-01-03 16:20,300.0,12.926532
2017-01-03 16:50,310.0,11.965552
2017-01-03 17:20,310.0,10.705682
2017-01-03 17:50,320.0,11.350789
2017-01-03 18:20,310.0,12.300092
2017-01-03 18:50,320.0,9.928392
2017-01-03 19:20,320.0,9.890767
2017-01-03 19:50,340.0,7.4926076
2017-01-03 20:20,330.0,7.475368
2017-01-03 20:50,320.0,6.404875
2017-01-03 21:20,320.0,6.8864574
2017-01-03 21:50,330.0,6.621622
2017-01-03 22:20,330.0,7.6504197
2017-01-03 22:50,330.0,8.218685
2017-01-03 23:20,340.0,8.015215
2017-01-03 23:50,330.0,8.111523
2017-01-04 00:20,340.0,6.5337787
2017-01-04 00:50,330.0,6.7499757
2017-01-04 01:20,340.0,7.4900894
2017-01-04 01:50,350.0,7.179779
2017-01-04 02:20,20.0,3.8189223
2017-01-04 02:50,360.0,4.542552
2017-01-04 03:20,10.0,5.3903146
2017-01-04 03:50,10.0,3.9786801
2017-01-04 04:20,10.0,5.3121448
2017-01-04 04:50,10.0,5.8298707
2017-01-04 05:20,360.0,6.012767
2017-01-04 05:50,10.0,6.9890227
2017-01-04 06:20,350.0,5.031436
2017-01-04 06:50,350.0,5.939507
2017-01-04 07:20,10.0,5.999954
2017-01-04 07:50,360.0,2.3325908
2017-01-04 08:20,10.0,6.289284
2017-01-04 08:50,30.0,8.280543
2017-01-04 09:20,360.0,3.8174639
2017-01-04 09:50,10.0,7.8767505
2017-01-04 10:20,20.0,5.508399
2017-01-04 10:50,30.0,3.2780175
2017-01-04 11:20,30.0,2.8060842
2017-01-04 11:50,40.0,1.9639097
2017-01-04 12:20,30.0,4.0050735
2017-01-04 12:50,40.0,5.334967
2017-01-04 13:20,40.0,4.52953
2017-01-04 13:50,40.0,4.702468
2017-01-04 14:20,50.0,4.763439
2017-01-04 15:50,50.0,3.3275256
2017-01-04 16:20,50.0,3.7705913
2017-01-04 16:50,40.0,2.057254
2017-01-04 17:20,70.0,2.6145306
2017-01-04 17:50,70.0,3.5954823
2017-01-04 18:20,50.0,1.6700925
2017-01-04 18:50,40.0,3.8658524
2017-01-04 19:20,20.0,3.6979504
2017-01-04 19:50,10.0,2.9461327
2017-01-04 20:20,40.0,4.891053
2017-01-04 20:50,30.0,3.2671146
2017-01-04 21:20,30.0,2.0243518
2017-01-04 21:50,20.0,1.7764919
2017-01-04 22:20,360.0,1.982782
2017-01-04 22:50,20.0,1.139009
2017-01-05 00:20,160.0,0.84588087
2017-01-05 00:50,140.0,2.1144745
2017-01-05 01:20,130.0,3.4467034
2017-01-05 01:50,130.0,2.556925
2017-01-05 02:20,140.0,3.5613651
2017-01-05 02:50,150.0,3.8068893
2017-01-05 03:20,160.0,4.473768
2017-01-05 03:50,160.0,5.1990194
2017-01-05 04:20,160.0,4.8923717
2017-01-05 04:50,160.0,6.571411
2017-01-05 05:20,150.0,6.34086
2017-01-05 05:50,160.0,7.384803
2017-01-05 06:20,170.0,6.3896046
2017-01-05 06:50,170.0,6.3581614
2017-01-05 07:20,170.0,8.001536
2017-01-05 07:50,180.0,8.075791
2017-01-05 08:20,180.0,8.058527
2017-01-05 08:50,180.0,7.5658264
2017-01-05 09:20,170.0,8.063078
2017-01-05 09:50,180.0,7.812499
2017-01-05 10:20,180.0,9.119252
2017-01-05 10:50,180.0,8.874558
2017-01-05 11:20,180.0,12.165026
2017-01-05 11:50,180.0,11.775774
2017-01-05 12:20,190.0,11.755632
2017-01-05 12:50,190.0,13.0304785
2017-01-05 13:20,180.0,12.181219
2017-01-05 13:50,180.0,12.705726
2017-01-05 14:20,180.0,12.638463
2017-01-05 14:50,180.0,11.878009
2017-01-05 15:20,180.0,12.219591
2017-01-05 15:50,180.0,11.5853815
2017-01-05 16:20,180.0,12.152687
2017-01-05 16:50,180.0,12.559234
2017-01-05 17:20,180.0,11.316982
2017-01-05 17:50,180.0,12.027033
2017-01-05 18:20,180.0,11.799986
2017-01-05 18:50,180.0,11.888532
2017-01-05 19:20,180.0,11.422078
2017-01-05 19:50,180.0,11.870158
2017-01-05 20:20,180.0,11.856135
2017-01-05 20:50,180.0,10.995741
2017-01-05 21:20,180.0,12.108878
2017-01-05 21:50,180.0,11.707151
2017-01-05 22:20,180.0,12.494989
2017-01-05 22:50,180.0,10.713957
2017-01-05 23:20,190.0,11.669888
2017-01-05 23:50,190.0,11.788497
2017-01-06 00:20,190.0,12.728364
2017-01-06 00:50,190.0,12.502478
2017-01-06 01:20,190.0,11.910428
2017-01-06 01:50,200.0,11.932253
2017-01-06 02:20,200.0,12.096775
2017-01-06 02:50,210.0,13.457452
2017-01-06 03:20,210.0,13.453555
2017-01-06 03:50,220.0,12.951485
2017-01-06 04:20,210.0,13.085941
2017-01-06 04:50,220.0,11.265694
2017-01-06 05:20,210.0,9.4450865
2017-01-06 05:50,220.0,9.868748
2017-01-06 06:20,230.0,8.528324
2017-01-06 06:50,220.0,5.7392993
2017-01-06 07:20,220.0,7.097415
2017-01-06 07:50,240.0,7.0992985
2017-01-06 08:20,240.0,6.350349
2017-01-06 08:50,260.0,6.147385
2017-01-06 09:20,250.0,4.9544315
2017-01-06 09:50,250.0,5.411447
2017-01-06 10:20,250.0,7.3608108
2017-01-06 10:50,250.0,5.7837114
2017-01-06 11:20,250.0,6.4744625
2017-01-06 11:50,250.0,6.1586604
2017-01-06 12:20,250.0,5.4545546
2017-01-06 12:50,260.0,6.117595
2017-01-06 13:20,260.0,5.1993027
2017-01-06 13:50,270.0,6.172654
2017-01-06 14:20,260.0,5.9488416
2017-01-06 14:50,250.0,4.1600823
2017-01-06 15:20,240.0,4.121506
2017-01-06 15:50,240.0,3.920919
2017-01-06 16:20,250.0,3.4796019
2017-01-06 16:50,270.0,4.820219
2017-01-06 17:20,270.0,4.405816
2017-01-06 17:50,260.0,3.9789736
2017-01-06 18:20,260.0,3.3467894
2017-01-06 18:50,270.0,3.1065202
2017-01-06 19:20,260.0,4.019757
2017-01-06 19:50,270.0,2.508339
2017-01-06 20:20,280.0,3.1773517
2017-01-06 20:50,270.0,2.7895446
2017-01-06 21:20,260.0,2.2844107
2017-01-06 21:50,270.0,3.130461
2017-01-06 22:20,290.0,2.0821896
2017-01-06 22:50,350.0,1.3014902
2017-01-06 23:20,20.0,1.5646448
2017-01-07 00:50,80.0,1.4409983
2017-01-07 01:20,130.0,2.1928382
2017-01-07 01:50,130.0,1.7900004
2017-01-07 02:20,110.0,1.071825
2017-01-07 02:50,120.0,2.013259
2017-01-07 03:20,160.0,2.1095445
2017-01-07 03:50,180.0,1.9470303
2017-01-07 04:20,180.0,1.9670311
2017-01-07 04:50,180.0,2.1874464
2017-01-07 05:20,180.0,2.5215745
2017-01-07 05:50,170.0,2.625391
2017-01-07 06:20,180.0,3.7364526
2017-01-07 06:50,200.0,3.923199
2017-01-07 07:20,180.0,3.2723827
2017-01-07 07:50,190.0,4.517276
2017-01-07 08:20,190.0,5.294392
2017-01-07 08:50,160.0,2.8266513
2017-01-07 09:20,160.0,2.1716516
2017-01-07 09:50,200.0,4.094005
2017-01-07 10:20,180.0,3.6752708
2017-01-07 10:50,180.0,4.6413007
2017-01-07 11:20,190.0,5.8764157
2017-01-07 11:50,190.0,7.311621
2017-01-07 12:20,220.0,8.484644
2017-01-07 12:50,210.0,7.956929
2017-01-07 13:50,210.0,8.215094
2017-01-07 14:20,210.0,8.460682
2017-01-07 14:50,210.0,7.329836
2017-01-07 15:20,210.0,8.552197
2017-01-07 15:50,210.0,7.1988287
2017-01-07 16:20,210.0,7.997978
2017-01-07 16:50,210.0,8.03583
2017-01-07 17:20,220.0,9.273517
2017-01-07 17:50,220.0,8.052055
2017-01-07 18:20,220.0,7.4264393
2017-01-07 18:50,220.0,7.458414
2017-01-07 19:20,220.0,7.722727
2017-01-07 19:50,220.0,9.350436
2017-01-07 20:20,230.0,8.537109
2017-01-07 20:50,230.0,8.611976
2017-01-07 21:20,230.0,9.398537
2017-01-07 21:50,220.0,8.673589
2017-01-07 22:20,220.0,9.384472
2017-01-07 22:50,230.0,9.124348
2017-01-07 23:20,220.0,8.5722475
2017-01-07 23:50,220.0,9.68188
2017-01-08 00:20,220.0,8.872034
2017-01-08 00:50,220.0,9.066099
2017-01-08 01:20,230.0,8.485748
2017-01-08 01:50,230.0,7.452482
2017-01-08 02:20,230.0,8.750964
2017-01-08 02:50,230.0,7.707718
2017-01-08 03:20,220.0,7.2846437
2017-01-08 03:50,220.0,5.980822
2017-01-08 04:20,220.0,5.541122
2017-01-08 04:50,210.0,5.9861813
2017-01-08 05:20,200.0,5.624025
2017-01-08 05:50,190.0,5.977744
2017-01-08 06:20,190.0,5.927842
2017-01-08 06:50,190.0,7.154256
2017-01-08 07:20,200.0,6.133143
2017-01-08 07:50,200.0,6.0393653
2017-01-08 08:20,200.0,6.712159
2017-01-08 08:50,210.0,6.1600876
2017-01-08 09:20,220.0,6.7612762
2017-01-08 09:50,220.0,7.908829
2017-01-08 10:20,220.0,8.395435
2017-01-08 10:50,210.0,8.371419
2017-01-08 11:20,210.0,9.098861
2017-01-08 11:50,210.0,8.887895
2017-01-08 12:20,200.0,8.535421
2017-01-08 12:50,190.0,8.623026
2017-01-08 13:20,200.0,8.772628
2017-01-08 13:50,200.0,8.927203
2017-01-08 14:20,200.0,11.757113
2017-01-08 14:50,200.0,11.465285
2017-01-08 15:20,190.0,11.579177
2017-01-08 15:50,190.0,11.906827
2017-01-08 16:20,190.0,13.752023
2017-01-08 16:50,190.0,13.012229
2017-01-08 17:20,190.0,12.640192
2017-01-08 17:50,190.0,11.783626
2017-01-08 18:20,190.0,14.137389
2017-01-08 18:50,190.0,14.335473
2017-01-08 19:20,190.0,15.29592
2017-01-08 19:50,190.0,15.25319
2017-01-08 20:20,200.0,15.278761
2017-01-08 20:50,200.0,16.718502
2017-01-08 21:20,190.0,16.355011
2017-01-08 21:50,190.0,16.488184
2017-01-08 22:20,190.0,16.66082
2017-01-08 22:50,190.0,17.491524
2017-01-08 23:20,190.0,18.560724
2017-01-08 23:50,190.0,18.546478
2017-01-09 00:20,190.0,19.66873
2017-01-09 00:50,190.0,20.301586
2017-01-09 01:20,190.0,18.783258
2017-01-09 01:50,190.0,19.59517
2017-01-09 02:20,240.0,18.696815
2017-01-09 02:50,260.0,17.581877
2017-01-09 03:20,250.0,19.317648
2017-01-09 03:50,230.0,12.169443
2017-01-09 04:20,240.0,14.7816725
2017-01-09 04:50,260.0,16.879864
2017-01-09 05:20,240.0,12.698749
2017-01-09 05:50,240.0,11.496767
2017-01-09 06:20,250.0,19.375107
2017-01-09 06:50,230.0,13.313426
2017-01-09 07:20,240.0,17.540432
2017-01-09 07:50,240.0,15.005765
2017-01-09 08:20,240.0,17.211868
2017-01-09 08:50,240.0,17.23448
2017-01-09 09:20,250.0,14.606513
2017-01-09 09:50,250.0,15.471211
2017-01-09 10:20,240.0,16.770618
2017-01-09 10:50,240.0,15.30056
2017-01-09 11:20,240.0,13.758834
2017-01-09 11:50,240.0,15.270061
2017-01-09 12:20,240.0,16.953615
2017-01-09 12:50,250.0,19.75337
2017-01-09 13:20,230.0,16.520351
2017-01-09 13:50,240.0,18.918411
2017-01-09 14:20,240.0,18.095148
2017-01-09 14:50,250.0,19.320883
2017-01-09 15:20,250.0,22.088116
2017-01-09 15:50,240.0,23.009089
2017-01-09 16:20,240.0,20.586159
2017-01-09 16:50,250.0,17.544321
2017-01-09 17:20,260.0,20.843182
2017-01-09 17:50,270.0,22.085442
2017-01-09 18:20,270.0,20.97243
2017-01-09 18:50,280.0,19.740316
2017-01-09 19:20,280.0,20.004866
2017-01-09 19:50,280.0,19.675539
2017-01-09 20:20,280.0,20.713354
2017-01-09 20:50,280.0,21.444237
2017-01-09 21:20,290.0,21.792637
2017-01-09 21:50,290.0,18.299126
2017-01-09 22:20,290.0,17.360563
2017-01-09 22:50,290.0,17.784706
2017-01-09 23:20,290.0,17.427423
2017-01-09 23:50,290.0,17.232128
2017-01-10 00:20,290.0,17.421406
2017-01-10 00:50,300.0,18.201103
2017-01-10 01:20,300.0,18.14769
2017-01-10 01:50,300.0,14.260368
2017-01-10 02:20,300.0,15.846142
2017-01-10 02:50,300.0,14.658989
2017-01-10 03:20,300.0,14.781244
2017-01-10 03:50,300.0,14.763219
2017-01-10 04:20,300.0,15.705027
2017-01-10 04:50,300.0,16.52876
2017-01-10 05:20,290.0,14.416553
2017-01-10 05:50,290.0,14.591306
2017-01-10 06:20,290.0,15.119196
2017-01-10 06:50,290.0,15.270169
2017-01-10 07:20,280.0,15.531553
2017-01-10 07:50,280.0,13.217273
2017-01-10 08:20,280.0,12.526292
2017-01-10 08:50,270.0,11.936076
2017-01-10 09:20,270.0,12.82763
2017-01-10 09:50,260.0,10.030981
2017-01-10 10:20,250.0,10.566943
2017-01-10 10:50,250.0,9.442997
2017-01-10 11:20,280.0,12.759328
2017-01-10 11:50,280.0,15.451325
2017-01-10 12:20,280.0,12.502696
2017-01-10 12:50,280.0,13.249844
2017-01-10 13:20,280.0,15.407209
2017-01-10 13:50,290.0,17.288008
2017-01-10 14:20,280.0,13.216685
2017-01-10 14:50,280.0,13.922275
2017-01-10 15:20,290.0,13.943805
2017-01-10 15:50,280.0,13.879335
2017-01-10 16:20,280.0,12.410273
2017-01-10 17:20,260.0,13.636504
2017-01-10 17:50,260.0,9.685048
2017-01-10 18:20,240.0,12.650844
2017-01-10 18:50,240.0,11.180283
2017-01-10 19:20,230.0,13.135593
2017-01-10 19:50,230.0,14.30514
2017-01-10 20:20,230.0,14.122154
2017-01-10 20:50,210.0,15.8130665
2017-01-10 21:20,220.0,17.174429
2017-01-10 21:50,250.0,25.018652
2017-01-10 22:20,260.0,28.390434
2017-01-10 23:20,270.0,28.09751
2017-01-10 23:50,280.0,26.834518
2017-01-11 00:20,280.0,28.369766
2017-01-11 00:50,280.0,27.322142
2017-01-11 01:20,280.0,24.395279
2017-01-11 01:50,280.0,24.60437
2017-01-11 02:20,280.0,24.980486
2017-01-11 02:50,280.0,23.487307
2017-01-11 03:20,280.0,24.61048
2017-01-11 03:50,290.0,19.28298
2017-01-11 04:20,280.0,25.724161
2017-01-11 04:50,280.0,24.112993
2017-01-11 05:20,280.0,21.7043
2017-01-11 05:50,280.0,23.857082
2017-01-11 06:20,280.0,22.84629
2017-01-11 06:50,280.0,23.955397
2017-01-11 07:20,290.0,23.765182
2017-01-11 07:50,280.0,25.363535
2017-01-11 08:20,290.0,23.226063
2017-01-11 08:50,280.0,25.92618
2017-01-11 09:20,280.0,26.461903
2017-01-11 09:50,290.0,27.949114
2017-01-11 10:20,290.0,26.549402
2017-01-11 10:50,290.0,24.710535
2017-01-11 11:20,290.0,26.490156
2017-01-11 11:50,290.0,24.231966
2017-01-11 12:20,290.0,25.450283
2017-01-11 12:50,290.0,24.244411
2017-01-11 13:20,290.0,25.018288
2017-01-11 13:50,290.0,23.302687
2017-01-11 14:20,290.0,26.323235
2017-01-11 14:50,280.0,23.87487
2017-01-11 15:20,280.0,24.5687
2017-01-11 15:50,280.0,24.160488
2017-01-11 16:20,280.0,23.899975
2017-01-11 16:50,280.0,23.865211
2017-01-11 17:20,280.0,23.374498
2017-01-11 17:50,290.0,22.318014
2017-01-11 18:20,290.0,24.256075
2017-01-11 18:50,280.0,25.371233
2017-01-11 19:20,280.0,22.714127
2017-01-11 19:50,290.0,21.93398
2017-01-11 20:20,290.0,18.570574
2017-01-11 20:50,280.0,23.39142
2017-01-11 21:20,290.0,22.711937
2017-01-11 21:50,290.0,21.022871
2017-01-11 22:20,280.0,25.50632
2017-01-11 22:50,280.0,19.052542
2017-01-11 23:20,280.0,23.27846
2017-01-11 23:50,290.0,20.153288
2017-01-12 00:20,290.0,18.363573
2017-01-12 00:50,280.0,21.152966
2017-01-12 01:20,280.0,19.9445
2017-01-12 01:50,280.0,18.99782
2017-01-12 02:20,280.0,19.147402
2017-01-12 02:50,280.0,18.217104
2017-01-12 03:20,270.0,21.094856
2017-01-12 03:50,280.0,18.024618
2017-01-12 04:20,260.0,15.904225
2017-01-12 04:50,280.0,11.9264
2017-01-12 05:20,280.0,14.389715
2017-01-12 05:50,280.0,17.802212
2017-01-12 06:20,280.0,11.917368
2017-01-12 06:50,300.0,14.386687
2017-01-12 07:20,290.0,14.186702
2017-01-12 07:50,260.0,13.8705015
