date,drct,sped
2015-01-01 00:20,200.0,19.706339
2015-01-01 00:50,220.0,18.559652
2015-01-01 01:20,220.0,18.477316
2015-01-01 01:50,240.0,16.803452
2015-01-01 02:20,240.0,14.459096
2015-01-01 02:50,240.0,12.92992
2015-01-01 03:20,230.0,13.442762
2015-01-01 03:50,240.0,12.531411
2015-01-01 04:20,220.0,9.608717
2015-01-01 04:50,220.0,9.383942
2015-01-01 05:20,220.0,8.934943
2015-01-01 05:50,220.0,8.870577
2015-01-01 06:20,210.0,6.958233
2015-01-01 06:50,200.0,6.394667
2015-01-01 07:20,210.0,7.174292
2015-01-01 07:50,210.0,10.362597
2015-01-01 08:20,210.0,8.190688
2015-01-01 08:50,200.0,4.6435285
2015-01-01 09:20,180.0,3.4420478
2015-01-01 09:50,170.0,3.2096915
2015-01-01 10:20,170.0,3.970288
2015-01-01 10:50,160.0,3.5684326
2015-01-01 11:20,170.0,2.0696745
2015-01-01 11:50,210.0,1.7899595
2015-01-01 12:20,240.0,2.2448742
2015-01-01 12:50,270.0,6.0145564
2015-01-01 13:20,250.0,5.8474264
2015-01-01 13:50,250.0,7.8936763
2015-01-01 14:20,250.0,9.012162
2015-01-01 14:50,250.0,11.37921
2015-01-01 15:20,250.0,10.979096
2015-01-01 15:50,260.0,11.103106
2015-01-01 16:20,280.0,8.552203
2015-01-01 16:50,270.0,9.034101
2015-01-01 17:20,260.0,8.694545
2015-01-01 17:50,260.0,9.053527
2015-01-01 18:20,290.0,9.973628
2015-01-01 18:50,290.0,11.606355
2015-01-01 19:20,280.0,11.15047
2015-01-01 19:50,260.0,11.946319
2015-01-01 20:20,290.0,10.905493
2015-01-01 20:50,270.0,11.589966
2015-01-01 21:20,290.0,10.538248
2015-01-01 21:50,290.0,12.315841
2015-01-01 22:20,270.0,14.3265085
2015-01-01 22:50,270.0,17.758259
2015-01-01 23:20,270.0,14.851101
2015-01-01 23:50,270.0,21.248505
2015-01-02 00:20,270.0,20.113953
2015-01-02 00:50,270.0,18.399822
2015-01-02 01:20,250.0,21.350468
2015-01-02 01:50,270.0,18.524036
2015-01-02 02:20,280.0,15.967345
2015-01-02 02:50,270.0,21.115984
2015-01-02 03:20,280.0,21.370344
2015-01-02 03:50,280.0,21.47558
2015-01-02 04:20,280.0,20.958555
2015-01-02 04:50,280.0,20.71182
2015-01-02 05:20,280.0,17.151775
2015-01-02 05:50,280.0,18.997856
2015-01-02 06:20,280.0,20.14238
2015-01-02 06:50,270.0,20.424974
2015-01-02 07:20,270.0,20.257702
2015-01-02 07:50,270.0,20.501448
2015-01-02 08:20,270.0,20.289886
2015-01-02 08:50,260.0,19.156927
2015-01-02 09:20,270.0,24.617582
2015-01-02 09:50,290.0,18.97138
2015-01-02 10:20,280.0,19.70177
